             x2           theta           chi^2     chi^2_gamma           delta     chi^2_delta        m_T(TeV)         chi^2_K         chi^2_K       chi^2_eps         chi^2_D     chi^2_Bd_re     chi^2_Bd_im     chi^2_Bs_re     chi^2_Bs_im  chi^2_Bd_decay  chi^2_Bs_decay  chi^2_K1_decay  chi^2_K2_decay  chi^2_K3_decay       chi^2_Vud       chi^2_Vus       chi^2_Vub
     93.4400000        5.670000          410.52           42.56         0.00054           11.85           1.136           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.606           3.721           0.000           0.000           3.070           1.570          11.055
     93.4400000        5.675000          410.65           43.61         0.00001           11.95           3.077           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.616           3.715           0.000           0.000           3.051           1.597           9.995
     93.4400000        5.680000          410.86           44.71         0.00003           12.05           1.017           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.627           3.710           0.000           0.000           3.031           1.623           8.995
     93.4400000        5.685000          411.13           45.81         0.00007           12.10           7.847           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.638           3.705           0.000           0.000           3.022           1.636           8.039
     93.4400000        5.690000          411.48           46.85         0.00011           12.30           9.995           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.649           3.701           0.000           0.000           2.981           1.690           7.117
     93.4400000        5.695000          411.91           48.04         0.00006           12.34           1.557           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.661           3.696           0.000           0.000           2.973           1.703           6.282
     93.4400000        5.700000          412.41           49.29         0.00007           12.46           1.884           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.670           3.689           0.000           0.000           2.951           1.733           5.511
     93.4400000        5.705000          412.99           50.33         0.00006           12.56           8.585           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.682           3.687           0.000           0.000           2.932           1.760           4.734
     93.4400000        5.710000          413.64           51.47         0.00018           12.68           3.081           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.694           3.683           0.000           0.000           2.910           1.791           4.034
     93.4400000        5.715000          414.41           54.36         0.00003           12.80           3.404           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.693           3.657           0.000           0.000           2.887           1.823           3.720
     93.4400000        5.720000          415.55           58.69         0.00007           12.98           4.057           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          13.668           3.615           0.000           0.000           2.851           1.871           3.664
     93.4400000        5.725000          417.21           55.64         0.00004           13.04           1.889           0.000           0.000           1.139           0.000           1.653          10.302           0.000           0.000           0.000          13.721           3.663           0.000           0.000           2.844           1.887           2.363
     93.4400000        5.730000          418.23           56.89         0.00015           13.13           1.001           0.000           0.000           1.204           0.000           1.653          10.302           0.000           0.000           0.000          13.732           3.659           0.000           0.000           2.828           1.910           1.878
     93.4400000        5.735000          419.34           58.12         0.00021           13.25           1.000           0.000           0.000           1.273           0.000           1.653          10.302           0.000           0.000           0.000          13.743           3.656           0.000           0.000           2.808           1.941           1.443
     93.4400000        5.740000          420.53           59.37         0.00044           13.36           9.794           0.000           0.000           1.345           0.000           1.653          10.302           0.000           0.000           0.000          13.754           3.653           0.000           0.000           2.787           1.971           1.065
     93.4400000        5.745000          421.81           60.60         0.00008           13.48           1.507           0.000           0.000           1.421           0.000           1.653          10.302           0.000           0.000           0.000          13.765           3.650           0.000           0.000           2.769           2.000           0.742
     93.4400000        5.750000          423.16           61.78         0.00016           13.60           7.113           0.000           0.000           1.501           0.000           1.653          10.302           0.000           0.000           0.000          13.776           3.648           0.000           0.000           2.750           2.031           0.472
     93.4400000        5.755000          424.61           63.15         0.00000           13.72           1.110           0.000           0.000           1.582           0.000           1.653          10.302           0.000           0.000           0.000          13.786           3.644           0.000           0.000           2.730           2.062           0.271
     93.4400000        5.760000          426.14           64.46         0.00072           13.84           7.941           0.000           0.000           1.667           0.000           1.653          10.302           0.000           0.000           0.000          13.799           3.641           0.000           0.000           2.706           2.094           0.122
     93.4400000        5.765000          427.75           65.66         0.00015           13.99           4.279           0.000           0.000           1.759           0.000           1.653          10.302           0.000           0.000           0.000          13.810           3.640           0.000           0.000           2.685           2.133           0.030
     93.4400000        5.770000          429.44           67.01         0.00007           14.11           9.987           0.000           0.000           1.851           0.000           1.653          10.302           0.000           0.000           0.000          13.819           3.637           0.000           0.000           2.667           2.162           0.000
     93.4400000        5.775000          431.23           68.29         0.00000           14.20           1.183           0.000           0.000           1.949           0.000           1.653          10.302           0.000           0.000           0.000          13.830           3.636           0.000           0.000           2.652           2.187           0.029
     93.4400000        5.780000          433.10           69.58         0.00007           14.33           2.213           0.000           0.000           2.052           0.000           1.653          10.302           0.000           0.000           0.000          13.841           3.634           0.000           0.000           2.633           2.219           0.120
     93.4400000        5.785000          435.06           70.88         0.00000           14.46           1.428           0.000           0.000           2.159           0.000           1.653          10.302           0.000           0.000           0.000          13.852           3.633           0.000           0.000           2.613           2.251           0.272
     93.4400000        5.790000          437.11           72.17         0.00013           14.56           1.131           0.000           0.000           2.270           0.000           1.653          10.302           0.000           0.000           0.000          13.864           3.632           0.000           0.000           2.597           2.279           0.487
     93.4400000        5.795000          439.25           73.48         0.00017           14.76           6.602           0.000           0.000           2.386           0.000           1.653          10.302           0.000           0.000           0.000          13.875           3.631           0.000           0.000           2.568           2.328           0.764
     93.4400000        5.800000          441.48           74.77         0.00019           14.96           9.714           0.000           0.000           2.508           0.000           1.653          10.302           0.000           0.000           0.000          13.888           3.630           0.000           0.000           2.537           2.380           1.106
     93.4400000        5.805000          443.80           76.04         0.00039           14.94           2.971           0.000           0.000           2.635           0.000           1.653          10.302           0.000           0.000           0.000          13.898           3.630           0.000           0.000           2.541           2.374           1.518
     93.4400000        5.810000          446.21           77.33         0.00011           15.09           1.000           0.000           0.000           2.768           0.000           1.653          10.302           0.000           0.000           0.000          13.909           3.630           0.000           0.000           2.520           2.412           1.993
     93.4400000        5.815000          448.71           78.57         0.00000           15.27           1.270           0.000           0.000           2.906           0.000           1.653          10.302           0.000           0.000           0.000          13.921           3.631           0.000           0.000           2.494           2.459           2.538
     93.4400000        5.820000          451.31           79.83         0.00016           15.36           9.980           0.000           0.000           3.050           0.000           1.653          10.302           0.000           0.000           0.000          13.933           3.631           0.000           0.000           2.483           2.479           3.151
     93.4400000        5.825000          454.00           81.08         0.00007           15.55           4.724           0.000           0.000           3.200           0.000           1.653          10.302           0.000           0.000           0.000          13.944           3.632           0.000           0.000           2.455           2.528           3.832
     93.4400000        5.830000          456.78           82.32         0.00002           15.70           4.005           0.000           0.000           3.357           0.000           1.653          10.302           0.000           0.000           0.000          13.956           3.633           0.000           0.000           2.435           2.565           4.584
     93.4400000        5.835000          459.66           83.56         0.00020           15.84           5.841           0.000           0.000           3.519           0.000           1.653          10.302           0.000           0.000           0.000          13.969           3.635           0.000           0.000           2.416           2.600           5.405
     93.4400000        5.840000          462.63           84.72         0.00026           16.01           8.159           0.000           0.000           3.690           0.000           1.653          10.302           0.000           0.000           0.000          13.981           3.637           0.000           0.000           2.394           2.642           6.308
     93.4400000        5.845000          465.69           85.89         0.00000           16.14           8.386           0.000           0.000           3.868           0.000           1.653          10.302           0.000           0.000           0.000          13.993           3.639           0.000           0.000           2.376           2.676           7.284
     93.4400000        5.850000          468.85           87.02         0.00000           16.29           1.274           0.000           0.000           4.053           0.000           1.653          10.302           0.000           0.000           0.000          14.005           3.642           0.000           0.000           2.357           2.712           8.335
     93.4400000        5.855000          472.11           88.14         0.00080           16.44           4.083           0.000           0.000           4.245           0.000           1.653          10.302           0.000           0.000           0.000          14.020           3.645           0.000           0.000           2.334           2.751           9.465
     93.4400000        5.860000          475.46           89.20         0.00002           16.61           1.338           0.000           0.000           4.447           0.000           1.653          10.302           0.000           0.000           0.000          14.031           3.649           0.000           0.000           2.316           2.792          10.676
     93.4400000        5.865000          478.91           90.22         0.00007           16.77           6.268           0.000           0.000           4.656           0.000           1.653          10.302           0.000           0.000           0.000          14.044           3.652           0.000           0.000           2.296           2.832          11.968
     93.4400000        5.870000          482.46           91.15         0.00011           16.94           1.949           0.000           0.000           4.876           0.000           1.653          10.302           0.000           0.000           0.000          14.057           3.657           0.000           0.000           2.274           2.875          13.355
     93.4400000        5.875000          486.10           92.07         0.00000           17.16           1.349           0.000           0.000           5.103           0.000           1.653          10.302           0.000           0.000           0.000          14.071           3.662           0.000           0.000           2.247           2.929          14.817
     93.4400000        5.880000          489.84           92.97         0.00011           17.33           9.995           0.000           0.000           5.339           0.000           1.653          10.302           0.000           0.000           0.000          14.084           3.667           0.000           0.000           2.227           2.971          16.362
     93.4400000        5.885000          493.67           94.00         0.00000           17.42           3.525           0.000           0.000           5.580           0.000           1.653          10.302           0.000           0.000           0.000          14.097           3.671           0.000           0.000           2.217           2.993          17.955
     93.4400000        5.890000          497.60           94.62         0.00014           17.50           1.337           0.000           0.000           5.841           0.000           1.653          10.302           0.000           0.000           0.000          14.112           3.678           0.000           0.000           2.208           3.013          19.716
     93.4400000        5.895000          501.63           95.25         0.00010           17.83           1.002           0.000           0.000           6.108           0.000           1.653          10.302           0.000           0.000           0.000          14.126           3.685           0.000           0.000           2.169           3.092          21.544
     93.4400000        5.900000          505.75           95.83         0.00000           17.99           1.352           0.000           0.000           6.387           0.000           1.653          10.302           0.000           0.000           0.000          14.141           3.693           0.000           0.000           2.150           3.133          23.467
     93.4400000        5.905000          509.97           96.31         0.00000           18.19           9.833           0.000           0.000           6.677           0.000           1.653          10.302           0.000           0.000           0.000          14.156           3.700           0.000           0.000           2.128           3.181          25.490
     93.4400000        5.910000          514.28           96.71         0.00009           18.38           1.092           0.000           0.000           6.978           0.000           1.653          10.302           0.000           0.000           0.000          14.172           3.709           0.000           0.000           2.106           3.228          27.610
     93.4400000        5.915000          518.69           97.02         0.00030           18.57           1.137           0.000           0.000           7.291           0.000           1.653          10.302           0.000           0.000           0.000          14.188           3.718           0.000           0.000           2.085           3.274          29.828
     93.4400000        5.920000          523.18           97.19         0.00001           18.78           9.841           0.000           0.000           7.618           0.000           1.653          10.302           0.000           0.000           0.000          14.204           3.727           0.000           0.000           2.063           3.324          32.159
     93.4400000        5.925000          527.77           97.25         0.00001           18.97           1.703           0.000           0.000           7.957           0.000           1.653          10.302           0.000           0.000           0.000          14.220           3.737           0.000           0.000           2.042           3.372          34.592
     93.4400000        5.930000          532.44           97.14         0.00006           19.17           1.035           0.000           0.000           8.310           0.000           1.653          10.302           0.000           0.000           0.000          14.237           3.748           0.000           0.000           2.021           3.421          37.144
     93.4400000        5.935000          537.20           96.81         0.00007           19.37           9.867           0.000           0.000           8.679           0.000           1.653          10.302           0.000           0.000           0.000          14.256           3.760           0.000           0.000           2.000           3.469          39.828
     93.4400000        5.940000          542.05           96.78         0.00026           19.63           9.021           0.000           0.000           9.049           0.000           1.653          10.302           0.000           0.000           0.000          14.272           3.770           0.000           0.000           1.973           3.530          42.510
     93.4400000        5.945000          546.97           96.06         0.00007           19.82           2.821           0.000           0.000           9.449           0.000           1.653          10.302           0.000           0.000           0.000          14.290           3.784           0.000           0.000           1.954           3.578          45.442
     93.4400000        5.950000          551.98           95.33         0.00021           20.08           6.148           0.000           0.000           9.859           0.000           1.653          10.302           0.000           0.000           0.000          14.309           3.797           0.000           0.000           1.927           3.640          48.447
     93.4400000        5.955000          557.06           94.46         0.00006           20.27           2.598           0.000           0.000          10.283           0.000           1.653          10.302           0.000           0.000           0.000          14.328           3.811           0.000           0.000           1.909           3.686          51.559
     93.4400000        5.960000          562.21           93.49         0.00000           20.50           1.631           0.000           0.000          10.720           0.000           1.653          10.302           0.000           0.000           0.000          14.347           3.826           0.000           0.000           1.887           3.740          54.766
     93.4400000        5.965000          567.43           92.25         0.00005           20.75           9.947           0.000           0.000          11.174           0.000           1.653          10.302           0.000           0.000           0.000          14.367           3.841           0.000           0.000           1.863           3.799          58.104
     93.4400000        5.970000          572.71           90.92         0.00016           20.94           1.041           0.000           0.000          11.641           0.000           1.653          10.302           0.000           0.000           0.000          14.387           3.856           0.000           0.000           1.845           3.845          61.533
     93.4400000        5.975000          578.05           89.31         0.00022           21.17           7.222           0.000           0.000          12.126           0.000           1.653          10.302           0.000           0.000           0.000          14.408           3.872           0.000           0.000           1.822           3.902          65.090
     93.4400000        5.980000          583.44           87.67         0.00000           21.40           9.855           0.000           0.000          12.622           0.000           1.653          10.302           0.000           0.000           0.000          14.429           3.889           0.000           0.000           1.802           3.955          68.717
     93.4400000        5.985000          588.88           85.80         0.00019           21.62           1.277           0.000           0.000          13.133           0.000           1.653          10.302           0.000           0.000           0.000          14.451           3.905           0.000           0.000           1.782           4.008          72.451
     93.4400000        5.990000          594.37           83.74         0.00012           21.81           4.089           0.000           0.000          13.660           0.000           1.653          10.302           0.000           0.000           0.000          14.472           3.923           0.000           0.000           1.765           4.053          76.287
     93.4400000        5.995000          599.89           81.48         0.00027           22.09           9.739           0.000           0.000          14.202           0.000           1.653          10.302           0.000           0.000           0.000          14.495           3.940           0.000           0.000           1.739           4.121          80.213
     93.4400000        6.000000          605.44           79.17         0.00007           22.31           1.019           0.000           0.000          14.754           0.000           1.653          10.302           0.000           0.000           0.000          14.517           3.958           0.000           0.000           1.720           4.173          84.199
     93.4400000        6.005000          611.02           76.77         0.00000           22.49           1.265           0.000           0.000          15.319           0.000           1.653          10.302           0.000           0.000           0.000          14.539           3.975           0.000           0.000           1.705           4.215          88.249
     93.4400000        6.010000          616.62           74.28         0.00011           22.70           5.642           0.000           0.000          15.894           0.000           1.653          10.302           0.000           0.000           0.000          14.560           3.993           0.000           0.000           1.687           4.264          92.356
     93.4400000        6.015000          622.24           71.62         0.00000           22.89           1.031           0.000           0.000          16.483           0.000           1.653          10.302           0.000           0.000           0.000          14.583           4.011           0.000           0.000           1.671           4.311          96.533
     93.4400000        6.020000          627.87           68.98         0.00015           23.12           4.299           0.000           0.000          17.080           0.000           1.653          10.302           0.000           0.000           0.000          14.605           4.028           0.000           0.000           1.651           4.365         100.738
     93.4400000        6.025000          633.50           66.24         0.00004           23.26           2.052           0.000           0.000          17.688           0.000           1.653          10.302           0.000           0.000           0.000          14.627           4.045           0.000           0.000           1.641           4.397         104.996
     93.4400000        6.030000          639.14           63.53         0.00000           23.38           6.818           0.000           0.000          18.304           0.000           1.653          10.302           0.000           0.000           0.000          14.649           4.062           0.000           0.000           1.631           4.424         109.272
     93.4400000        6.035000          644.77           60.75         0.00003           23.59           3.073           0.000           0.000          18.929           0.000           1.653          10.302           0.000           0.000           0.000          14.670           4.078           0.000           0.000           1.614           4.474         113.582
     93.4400000        6.040000          650.40           57.99         0.00008           23.74           8.877           0.000           0.000          19.561           0.000           1.653          10.302           0.000           0.000           0.000          14.692           4.094           0.000           0.000           1.601           4.511         117.912
     93.4400000        6.045000          656.01           55.25         0.00000           23.86           4.325           0.000           0.000          20.199           0.000           1.653          10.302           0.000           0.000           0.000          14.712           4.110           0.000           0.000           1.592           4.539         122.258
     93.4400000        6.050000          661.62           52.63         0.00108           23.94           1.100           0.000           0.000          20.842           0.000           1.653          10.302           0.000           0.000           0.000          14.736           4.124           0.000           0.000           1.581           4.559         126.602
     93.4400000        6.055000          667.20           49.87         0.00005           24.19           4.620           0.000           0.000          21.494           0.000           1.653          10.302           0.000           0.000           0.000          14.751           4.139           0.000           0.000           1.566           4.617         130.981
     93.4400000        6.060000          672.77           47.28         0.00004           24.24           7.482           0.000           0.000          22.149           0.000           1.653          10.302           0.000           0.000           0.000          14.771           4.153           0.000           0.000           1.563           4.628         135.355
     93.4400000        6.065000          678.33           44.83         0.00072           24.28           1.726           0.000           0.000          22.806           0.000           1.653          10.302           0.000           0.000           0.000          14.790           4.166           0.000           0.000           1.557           4.639         139.724
     93.4400000        6.070000          683.85           42.18         0.00006           24.43           9.815           0.000           0.000          23.474           0.000           1.653          10.302           0.000           0.000           0.000          14.807           4.179           0.000           0.000           1.549           4.671         144.131
     93.4400000        6.075000          689.35           39.76         0.00001           24.51           1.833           0.000           0.000          24.142           0.000           1.653          10.302           0.000           0.000           0.000          14.825           4.191           0.000           0.000           1.543           4.691         148.524
     93.4400000        6.080000          694.83           37.39         0.00003           24.59           4.474           0.000           0.000          24.814           0.000           1.653          10.302           0.000           0.000           0.000          14.842           4.203           0.000           0.000           1.537           4.709         152.925
     93.4400000        6.085000          700.28           35.11         0.00010           24.70           1.163           0.000           0.000          25.488           0.000           1.653          10.302           0.000           0.000           0.000          14.858           4.214           0.000           0.000           1.528           4.735         157.329
     93.4400000        6.090000          705.71           32.87         0.00004           24.73           6.630           0.000           0.000          26.166           0.000           1.653          10.302           0.000           0.000           0.000          14.874           4.224           0.000           0.000           1.526           4.742         161.746
     93.4400000        6.095000          711.10           30.76         0.00005           24.77           6.598           0.000           0.000          26.845           0.000           1.653          10.302           0.000           0.000           0.000          14.889           4.234           0.000           0.000           1.523           4.752         166.167
     93.4410891        5.600000          394.78           26.35         0.00016           10.43           6.378           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.439           3.734           0.000           0.000           3.402           1.178          32.004
     93.4410891        5.605000          393.82           27.18         0.00012           10.51           2.931           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.450           3.727           0.000           0.000           3.381           1.200          30.246
     93.4410891        5.610000          392.94           28.02         0.00001           10.57           5.991           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.461           3.719           0.000           0.000           3.366           1.218          28.531
     93.4410891        5.615000          392.12           28.88         0.00000           10.68           3.819           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.472           3.712           0.000           0.000           3.337           1.249          26.869
     93.4410891        5.620000          391.36           29.74         0.00007           10.77           2.418           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.483           3.705           0.000           0.000           3.316           1.273          25.246
     93.4410891        5.625000          390.68           30.60         0.00018           10.86           3.033           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.495           3.699           0.000           0.000           3.295           1.298          23.652
     93.4410891        5.630000          390.06           31.53         0.00019           10.91           3.769           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.505           3.691           0.000           0.000           3.283           1.312          22.148
     93.4410891        5.635000          389.51           32.43         0.00006           11.04           5.384           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.516           3.685           0.000           0.000           3.251           1.349          20.660
     93.4410891        5.640000          389.03           33.36         0.00017           11.15           1.186           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.527           3.678           0.000           0.000           3.225           1.379          19.233
     93.4410891        5.645000          388.61           34.28         0.00003           11.25           2.168           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.537           3.672           0.000           0.000           3.202           1.407          17.836
     93.4410891        5.650000          388.27           35.22         0.00018           11.32           9.988           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.548           3.666           0.000           0.000           3.187           1.426          16.491
     93.4410891        5.655000          388.00           36.17         0.00008           11.43           7.189           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.559           3.660           0.000           0.000           3.163           1.456          15.195
     93.4410891        5.660000          387.80           37.17         0.00015           11.51           1.963           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.569           3.654           0.000           0.000           3.145           1.478          13.964
     93.4410891        5.665000          387.67           38.10         0.00000           11.60           1.042           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.581           3.649           0.000           0.000           3.125           1.503          12.750
     93.4410891        5.670000          387.61           39.13         0.00003           11.70           1.340           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.591           3.642           0.000           0.000           3.105           1.529          11.619
     93.4410891        5.675000          387.63           40.13         0.00002           11.80           2.506           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.601           3.637           0.000           0.000           3.084           1.556          10.524
     93.4410891        5.680000          387.72           41.15         0.00015           11.90           1.021           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.612           3.632           0.000           0.000           3.063           1.583           9.482
     93.4410891        5.685000          387.88           42.18         0.00006           12.00           1.087           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.623           3.627           0.000           0.000           3.043           1.610           8.490
     93.4410891        5.690000          388.12           43.24         0.00013           12.11           4.187           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.634           3.621           0.000           0.000           3.022           1.638           7.556
     93.4410891        5.695000          388.43           44.28         0.00002           12.23           9.656           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.644           3.617           0.000           0.000           2.996           1.672           6.665
     93.4410891        5.700000          388.81           45.35         0.00013           12.31           2.877           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.655           3.612           0.000           0.000           2.981           1.694           5.829
     93.4410891        5.705000          389.27           46.39         0.00010           12.42           9.919           0.000           0.000           0.000           0.000           1.653          10.302           0.000           0.000           0.000          12.666           3.608           0.000           0.000           2.961           1.722           5.041
